Item	Page_Lines	Para	Text
20	4.24 - 4.25	TITLE I SEC. 11101.(a)(3)	FEDERAL LANDS AND TRIBAL TRANSPORTATION PROGRAMS.—
21	5.1 - 5.3	TITLE I SEC. 11101.(a)(3)(A)	TRIBAL TRANSPORTATION PROGRAM.— For the tribal transportation program under section 202 of title 23, United States Code—
22	5.4 - 5.4	TITLE I SEC. 11101.(a)(3)(A)(i)	$578,460,000 for fiscal year 2022;
23	5.5 - 5.5	TITLE I SEC. 11101.(a)(3)(A)(ii)	$589,960,000 for fiscal year 2023;
24	5.6 - 5.6	TITLE I SEC. 11101.(a)(3)(A)(iii)	$602,460,000 for fiscal year 2024;
25	5.7 - 5.8	TITLE I SEC. 11101.(a)(3)(A)(iv)	$612,960,000 for fiscal year 2025; and
26	5.9 - 5.9	TITLE I SEC. 11101.(a)(3)(A)(v)	$627,960,000 for fiscal year 2026.
27	5.10 - 5.11	TITLE I SEC. 11101.(a)(3)(B)	FEDERAL LANDS TRANSPORTATION PROGRAM.—
28	5.12 - 5.14	TITLE I SEC. 11101.(a)(3)(B)(i)	IN GENERAL.—For the Federal lands transportation program under section 203 of title 23, United States Code—
29	5.15 - 5.16	TITLE I SEC. 11101.(a)(3)(B)(i)(I)	$421,965,000 for fiscal year 2022;
30	5.17 - 5.18	TITLE I SEC. 11101.(a)(3)(B)(i)(II)	$429,965,000 for fiscal year 2023;
31	5.19 - 5.20	TITLE I SEC. 11101.(a)(3)(B)(i)(III)	$438,965,000 for fiscal year 2024;
32	5.21 - 5.22	TITLE I SEC. 11101.(a)(3)(B)(i)(IV)	$447,965,000 for fiscal year 2025; and
33	5.23 - 5.24	TITLE I SEC. 11101.(a)(3)(B)(i)(V)	$455,965,000 for fiscal year 2026.
34	6.1 - 6.3	TITLE I SEC. 11101.(a)(3)(B)(ii)	ALLOCATION.—Of the amount made available for a fiscal year under clause (i)—
35	6.4 - 6.5	TITLE I SEC. 11101.(a)(3)(B)(ii)(I)	the amount for the National Park Service is—
36	6.6 - 6.7	TITLE I SEC. 11101.(a)(3)(B)(ii)(I)(aa)	$332,427,450 for fiscal year 2022;
37	6.8 - 6.9	TITLE I SEC. 11101.(a)(3)(B)(ii)(I)(bb)	$338,867,450 for fiscal year 2023;
38	6.10 - 6.11	TITLE I SEC. 11101.(a)(3)(B)(ii)(I)(cc)	$346,237,450 for fiscal year 2024;
39	6.12 - 6.13	TITLE I SEC. 11101.(a)(3)(B)(ii)(I)(dd)	$353,607,450 for fiscal year 2025; and
40	6.14 - 6.15	TITLE I SEC. 11101.(a)(3)(B)(ii)(I)(ee)	$360,047,450 for fiscal year 2026;
41	6.16 - 6.19	TITLE I SEC. 11101.(a)(3)(B)(ii)(II)	the amount for the United States Fish and Wildlife Service is $36,000,000 for each of fiscal years 2022 through 2026; and
42	6.20 - 6.21	TITLE I SEC. 11101.(a)(3)(B)(ii)(III)	the amount for the Forest Service is—
43	6.22 - 6.23	TITLE I SEC. 11101.(a)(3)(B)(ii)(III)(aa)	$24,000,000 for fiscal year 2022;
44	6.24 - 6.25	TITLE I SEC. 11101.(a)(3)(B)(ii)(III)(bb)	$25,000,000 for fiscal year 2023;
45	7.1 - 7.2	TITLE I SEC. 11101.(a)(3)(B)(ii)(III)(cc)	$26,000,000 for fiscal year 2024;
46	7.3 - 7.4	TITLE I SEC. 11101.(a)(3)(B)(ii)(III)(dd)	$27,000,000 for fiscal year 2025; and
47	7.5 - 7.6	TITLE I SEC. 11101.(a)(3)(B)(ii)(III)(ee)	$28,000,000 for fiscal year 2026.
48	7.7 - 7.9	TITLE I SEC. 11101.(a)(3)(C)	FEDERAL LANDS ACCESS PROGRAM.— For the Federal lands access program under section 204 of title 23, United States Code—
49	7.10 - 7.10	TITLE I SEC. 11101.(a)(3)(C)(i)	$285,975,000 for fiscal year 2022;
50	7.11 - 7.11	TITLE I SEC. 11101.(a)(3)(C)(ii)	$291,975,000 for fiscal year 2023;
51	7.12 - 7.12	TITLE I SEC. 11101.(a)(3)(C)(iii)	$296,975,000 for fiscal year 2024;
52	7.13 - 7.14	TITLE I SEC. 11101.(a)(3)(C)(iv)	$303,975,000 for fiscal year 2025; and
53	7.15 - 7.15	TITLE I SEC. 11101.(a)(3)(C)(v)	$308,975,000 for fiscal year 2026.
54	7.16 - 7.19	TITLE I SEC. 11101.(a)(4)	TERRITORIAL AND PUERTO RICO HIGHWAY PROGRAM.—For the territorial and Puerto Rico highway program under section 165 of title 23, United States Code—
55	7.20 - 7.20	TITLE I SEC. 11101.(a)(4)(A)	$219,000,000 for fiscal year 2022;
56	7.21 - 7.21	TITLE I SEC. 11101.(a)(4)(B)	$224,000,000 for fiscal year 2023;
57	7.22 - 7.22	TITLE I SEC. 11101.(a)(4)(C)	$228,000,000 for fiscal year 2024;
58	7.23 - 7.23	TITLE I SEC. 11101.(a)(4)(D)	$232,500,000 for fiscal year 2025; and
59	7.24 - 7.24	TITLE I SEC. 11101.(a)(4)(E)	$237,000,000 for fiscal year 2026.
60	8.1 - 8.4	TITLE I SEC. 11101.(a)(5)	"NATIONALLY SIGNIFICANT FREIGHT AND HIGHWAY PROJECTS.—For nationally significant freight and highway projects under section 117 of title 23, United States Code—"
61	8.5 - 8.5	TITLE I SEC. 11101.(a)(5)(A)	$1,000,000,000 for fiscal year 2022;
62	8.6 - 8.6	TITLE I SEC. 11101.(a)(5)(B)	$1,000,000,000 for fiscal year 2023;
63	8.7 - 8.7	TITLE I SEC. 11101.(a)(5)(C)	$1,000,000,000 for fiscal year 2024;
64	8.8 - 8.8	TITLE I SEC. 11101.(a)(5)(D)	$900,000,000 for fiscal year 2025; and
65	8.9 - 8.9	TITLE I SEC. 11101.(a)(5)(E)	$900,000,000 for fiscal year 2026.
66	8.10 - 8.10	TITLE I SEC. 11101.(b)	OTHER PROGRAMS.—
67	8.11 - 8.13	TITLE I SEC. 11101.(b)(1)	IN GENERAL.—The following amounts are authorized to be appropriated out of the Highway Trust Fund (other than the Mass Transit Account):
68	8.14 - 8.16	TITLE I SEC. 11101.(b)(1)(A)	BRIDGE INVESTMENT PROGRAM.—To carry out the bridge investment program under section 124 of title 23, United States Code—
69	8.17 - 8.17	TITLE I SEC. 11101.(b)(1)(A)(i)	$600,000,000 for fiscal year 2022;
70	8.18 - 8.18	TITLE I SEC. 11101.(b)(1)(A)(ii)	$640,000,000 for fiscal year 2023;
71	8.19 - 8.19	TITLE I SEC. 11101.(b)(1)(A)(iii)	$650,000,000 for fiscal year 2024;
72	8.20 - 8.21	TITLE I SEC. 11101.(b)(1)(A)(iv)	$675,000,000 for fiscal year 2025; and
73	8.22 - 8.22	TITLE I SEC. 11101.(b)(1)(A)(v)	$700,000,000 for fiscal year 2026.
74	8.23 - 9.2	TITLE I SEC. 11101.(b)(1)(B)	CONGESTION RELIEF PROGRAM.—To carry out the congestion relief program under section 129(d) of title 23, United States Code, $50,000,000 for each of fiscal years 2022 through 2026.
75	9.3 - 9.5	TITLE I SEC. 11101.(b)(1)(C)	CHARGING AND FUELING INFRASTRUCTURE GRANTS.—To carry out section 151(f) of title 23, United States Code—
76	9.6 - 9.6	TITLE I SEC. 11101.(b)(1)(C)(i)	$300,000,000 for fiscal year 2022;
77	9.7 - 9.7	TITLE I SEC. 11101.(b)(1)(C)(ii)	$400,000,000 for fiscal year 2023;
78	9.8 - 9.8	TITLE I SEC. 11101.(b)(1)(C)(iii)	$500,000,000 for fiscal year 2024;
79	9.9 - 9.10	TITLE I SEC. 11101.(b)(1)(C)(iv)	$600,000,000 for fiscal year 2025; and
80	9.11 - 9.11	TITLE I SEC. 11101.(b)(1)(C)(v)	$700,000,000 for fiscal year 2026.
81	9.12 - 9.15	TITLE I SEC. 11101.(b)(1)(D)	RURAL SURFACE TRANSPORTATION GRANT PROGRAM.—To carry out the rural surface transportation grant program under section 173 of title 23, United States Code—
82	9.16 - 9.16	TITLE I SEC. 11101.(b)(1)(D)(i)	$300,000,000 for fiscal year 2022;
83	9.17 - 9.17	TITLE I SEC. 11101.(b)(1)(D)(ii)	$350,000,000 for fiscal year 2023;
84	9.18 - 9.18	TITLE I SEC. 11101.(b)(1)(D)(iii)	$400,000,000 for fiscal year 2024;
85	9.19 - 9.20	TITLE I SEC. 11101.(b)(1)(D)(iv)	$450,000,000 for fiscal year 2025; and
86	9.21 - 9.21	TITLE I SEC. 11101.(b)(1)(D)(v)	$500,000,000 for fiscal year 2026.
87	9.22 - 9.22	TITLE I SEC. 11101.(b)(1)(E)	PROTECT GRANTS.—
88	9.23 - 10.2	TITLE I SEC. 11101.(b)(1)(E)(i)	IN GENERAL.—To carry out subsection (d) of the PROTECT program under section 176 of title 23, United States Code, for each of fiscal years 2022 through 2026—
89	10.3 - 10.4	TITLE I SEC. 11101.(b)(1)(E)(i)(I)	$250,000,000 for fiscal year 2022;
90	10.5 - 10.6	TITLE I SEC. 11101.(b)(1)(E)(i)(II)	$250,000,000 for fiscal year 2023;
91	10.7 - 10.8	TITLE I SEC. 11101.(b)(1)(E)(i)(III)	$300,000,000 for fiscal year 2024;
92	10.9 - 10.10	TITLE I SEC. 11101.(b)(1)(E)(i)(IV)	$300,000,000 for fiscal year 2025; and
93	10.11 - 10.12	TITLE I SEC. 11101.(b)(1)(E)(i)(V)	$300,000,000 for fiscal year 2026.
94	10.13 - 10.14	TITLE I SEC. 11101.(b)(1)(E)(ii)	ALLOCATION.—Of the amounts made available under clause (i)—
95	10.15 - 10.16	TITLE I SEC. 11101.(b)(1)(E)(ii)(I)	for planning grants under paragraph (3) of that subsection—
96	10.17 - 10.18	TITLE I SEC. 11101.(b)(1)(E)(ii)(I)(aa)	$25,000,000 for fiscal year 2022;
97	10.19 - 10.20	TITLE I SEC. 11101.(b)(1)(E)(ii)(I)(bb)	$25,000,000 for fiscal year 2023;
98	10.21 - 10.22	TITLE I SEC. 11101.(b)(1)(E)(ii)(I)(cc)	$30,000,000 for fiscal year 2024;
99	10.23 - 10.24	TITLE I SEC. 11101.(b)(1)(E)(ii)(I)(dd)	$30,000,000 for fiscal year 2025; and
100	11.1 - 11.2	TITLE I SEC. 11101.(b)(1)(E)(ii)(I)(ee)	$30,000,000 for fiscal year 2026;
101	11.3 - 11.5	TITLE I SEC. 11101.(b)(1)(E)(ii)(II)	for resilience improvement grants under paragraph (4)(A) of that subsection—
102	11.6 - 11.7	TITLE I SEC. 11101.(b)(1)(E)(ii)(II)(aa)	$175,000,000 for fiscal year 2022;
103	11.8 - 11.9	TITLE I SEC. 11101.(b)(1)(E)(ii)(II)(bb)	$175,000,000 for fiscal year 2023;
104	11.10 - 11.11	TITLE I SEC. 11101.(b)(1)(E)(ii)(II)(cc)	$210,000,000 for fiscal year 2024;
105	11.12 - 11.13	TITLE I SEC. 11101.(b)(1)(E)(ii)(II)(dd)	$210,000,000 for fiscal year 2025; and
106	11.14 - 11.15	TITLE I SEC. 11101.(b)(1)(E)(ii)(II)(ee)	$210,000,000 for fiscal year 2026;
107	11.16 - 11.18	TITLE I SEC. 11101.(b)(1)(E)(ii)(III)	for community resilience and evacuation route grants under paragraph (4)(B) of that subsection—
108	11.19 - 11.20	TITLE I SEC. 11101.(b)(1)(E)(ii)(III)(aa)	$25,000,000 for fiscal year 2022;
109	11.21 - 11.22	TITLE I SEC. 11101.(b)(1)(E)(ii)(III)(bb)	$25,000,000 for fiscal year 2023;
110	11.23 - 11.24	TITLE I SEC. 11101.(b)(1)(E)(ii)(III)(cc)	$30,000,000 for fiscal year 2024;
111	12.1 - 12.2	TITLE I SEC. 11101.(b)(1)(E)(ii)(III)(dd)	$30,000,000 for fiscal year 2025; and
112	12.3 - 12.4	TITLE I SEC. 11101.(b)(1)(E)(ii)(III)(ee)	$30,000,000 for fiscal year 2026; and
113	12.5 - 12.7	TITLE I SEC. 11101.(b)(1)(E)(ii)(IV)	for at-risk coastal infrastructure grants under paragraph (4)(C) of that subsection—
114	12.8 - 12.9	TITLE I SEC. 11101.(b)(1)(E)(ii)(IV)(aa)	$25,000,000 for fiscal year 2022;
115	12.10 - 12.11	TITLE I SEC. 11101.(b)(1)(E)(ii)(IV)(bb)	$25,000,000 for fiscal year 2023;
116	12.12 - 12.13	TITLE I SEC. 11101.(b)(1)(E)(ii)(IV)(cc)	$30,000,000 for fiscal year 2024;
117	12.14 - 12.15	TITLE I SEC. 11101.(b)(1)(E)(ii)(IV)(dd)	$30,000,000 for fiscal year 2025; and
118	12.16 - 12.17	TITLE I SEC. 11101.(b)(1)(E)(ii)(IV)(ee)	$30,000,000 for fiscal year 2026.
119	12.18 - 12.19	TITLE I SEC. 11101.(b)(1)(F)	REDUCTION OF TRUCK EMISSIONS AT PORT FACILITIES.—
120	12.20 - 12.23	TITLE I SEC. 11101.(b)(1)(F)(i)	IN GENERAL.—To carry out the reduction of truck emissions at port facilities under section 11402, $50,000,000 for each of fiscal years 2022 through 2026.
121	12.24 - 13.3	TITLE I SEC. 11101.(b)(1)(F)(ii)	TREATMENT.—Amounts made available under clause (i) shall be available for obligation in the same manner as if those amounts were apportioned under chapter 1 of title 23, United States Code.
122	13.4 - 13.5	TITLE I SEC. 11101.(b)(1)(G)	"NATIONALLY SIGNIFICANT FEDERAL LANDS AND TRIBAL PROJECTS.—"
123	13.6 - 13.11	TITLE I SEC. 11101.(b)(1)(G)(i)	IN GENERAL.—To carry out the nationally significant Federal lands and tribal projects program under section 1123 of the FAST Act (23 U.S.C. 201 note; Public Law 114–94), $55,000,000 for each of fiscal years 2022 through 2026.
124	13.12 - 13.16	TITLE I SEC. 11101.(b)(1)(G)(ii)	TREATMENT.—Amounts made available under clause (i) shall be available for obligation in the same manner as if those amounts were apportioned under chapter 1 of title 23, United States Code.
125	13.17 - 13.17	TITLE I SEC. 11101.(b)(2)	GENERAL FUND.—
126	13.18 - 13.18	TITLE I SEC. 11101.(b)(2)(A)	BRIDGE INVESTMENT PROGRAM.—
127	13.19 - 13.20	TITLE I SEC. 11101.(b)(2)(A)(i)	IN GENERAL.—In addition to amounts made available under paragraph (1)(A), there are authorized to be appropriated to carry out the bridge investment program under section 124 of title 23, United States Code—
129	14.1 - 14.2	TITLE I SEC. 11101.(b)(2)(A)(i)(I)	$600,000,000 for fiscal year 2022;
130	14.3 - 14.4	TITLE I SEC. 11101.(b)(2)(A)(i)(II)	$640,000,000 for fiscal year 2023;
131	14.5 - 14.6	TITLE I SEC. 11101.(b)(2)(A)(i)(III)	$650,000,000 for fiscal year 2024;
132	14.7 - 14.8	TITLE I SEC. 11101.(b)(2)(A)(i)(IV)	$675,000,000 for fiscal year 2025; and
133	14.9 - 14.10	TITLE I SEC. 11101.(b)(2)(A)(i)(V)	$700,000,000 for fiscal year 2026.
134	14.11 - 14.14	TITLE I SEC. 11101.(b)(2)(A)(ii)	ALLOCATION.—Amounts made available under clause (i) shall be allocated in the same manner as if made available under paragraph (1)(A).
135	14.15 - 14.22	TITLE I SEC. 11101.(b)(2)(B)	"NATIONALLY SIGNIFICANT FEDERAL LANDS AND TRIBAL PROJECTS PROGRAM.—In addition to amounts made available under paragraph (1)(G), there is authorized to be appropriated to carry out section 1123 of the FAST Act (23 U.S.C. 201 note; Public Law 114–94) $300,000,000 for each of fiscal years 2022 through 2026."
136	14.23 - 15.2	TITLE I SEC. 11101.(b)(2)(C)	HEALTHY STREETS PROGRAM.—There is authorized to be appropriated to carry out the Healthy Streets program under section 11406 $100,000,000 for each of fiscal years 2022 through 2026.
137	15.3 - 15.8	TITLE I SEC. 11101.(b)(2)(D)	TRANSPORTATION RESILIENCE AND ADAPTATION CENTERS OF EXCELLENCE.—There is authorized to be appropriated to carry out section 520 of title 23, United States Code, $100,000,000 for each of fiscal years 2022 through 2026.
138	15.9 - 15.14	TITLE I SEC. 11101.(b)(2)(E)	OPEN CHALLENGE AND RESEARCH PROPOSAL PILOT PROGRAM.—There is authorized to be appropriated to carry out the open challenge and research proposal pilot program under section 13006(e) $15,000,000 for each of fiscal years 2022 through 2026.
139	15.15 - 15.16	TITLE I SEC. 11101.(c)	RESEARCH, TECHNOLOGY, AND EDUCATION AUTHORIZATIONS.—
140	15.17 - 15.19	TITLE I SEC. 11101.(c)(1)	IN GENERAL.—The following amounts are authorized to be appropriated out of the Highway Trust Fund (other than the Mass Transit Account):
141	15.20 - 15.23	TITLE I SEC. 11101.(c)(1)(A)	HIGHWAY RESEARCH AND DEVELOPMENT PROGRAM.—To carry out section 503(b) of title 23, United States Code, $147,000,000 for each of fiscal years 2022 through 2026.
142	15.24 - 16.2	TITLE I SEC. 11101.(c)(1)(B)	TECHNOLOGY AND INNOVATION DEPLOYMENT PROGRAM.—To carry out section 503(c) of title 23, United States Code, $110,000,000 for each of fiscal years 2022 through 2026.
143	16.3 - 16.4	TITLE I SEC. 11101.(c)(1)(C)	TRAINING AND EDUCATION.—To carry out section 504 of title 23, United States Code—
144	16.5 - 16.5	TITLE I SEC. 11101.(c)(1)(C)(i)	$25,000,000 for fiscal year 2022;
145	16.6 - 16.6	TITLE I SEC. 11101.(c)(1)(C)(ii)	$25,250,000 for fiscal year 2023;
146	16.7 - 16.7	TITLE I SEC. 11101.(c)(1)(C)(iii)	$25,500,000 for fiscal year 2024;
147	16.8 - 16.9	TITLE I SEC. 11101.(c)(1)(C)(iv)	$25,750,000 for fiscal year 2025; and
148	16.10 - 16.10	TITLE I SEC. 11101.(c)(1)(C)(v)	$26,000,000 for fiscal year 2026.
149	16.11 - 16.15	TITLE I SEC. 11101.(c)(1)(D)	INTELLIGENT TRANSPORTATION SYSTEMS PROGRAM.—To carry out sections 512 through 518 of title 23, United States Code, $110,000,000 for each of fiscal years 2022 through 2026.
150	16.16 - 16.18	TITLE I SEC. 11101.(c)(1)(E)	UNIVERSITY TRANSPORTATION CENTERS PROGRAM.—To carry out section 5505 of title 49, United States Code—
151	16.19 - 16.19	TITLE I SEC. 11101.(c)(1)(E)(i)	$80,000,000 for fiscal year 2022;
152	16.20 - 16.20	TITLE I SEC. 11101.(c)(1)(E)(ii)	$80,500,000 for fiscal year 2023;
153	16.21 - 16.21	TITLE I SEC. 11101.(c)(1)(E)(iii)	$81,000,000 for fiscal year 2024;
154	16.22 - 16.23	TITLE I SEC. 11101.(c)(1)(E)(iv)	$81,500,000 for fiscal year 2025; and
155	16.24 - 16.24	TITLE I SEC. 11101.(c)(1)(E)(v)	$82,000,000 for fiscal year 2026.
156	17.1 - 17.3	TITLE I SEC. 11101.(c)(1)(F)	BUREAU OF TRANSPORTATION STATISTICS.—To carry out chapter 63 of title 49, United States Code—
157	17.4 - 17.4	TITLE I SEC. 11101.(c)(1)(F)(i)	$26,000,000 for fiscal year 2022;
158	17.5 - 17.5	TITLE I SEC. 11101.(c)(1)(F)(ii)	$26,250,000 for fiscal year 2023;
159	17.6 - 17.6	TITLE I SEC. 11101.(c)(1)(F)(iii)	$26,500,000 for fiscal year 2024;
160	17.7 - 17.8	TITLE I SEC. 11101.(c)(1)(F)(iv)	$26,750,000 for fiscal year 2025; and
161	17.9 - 17.9	TITLE I SEC. 11101.(c)(1)(F)(v)	$27,000,000 for fiscal year 2026.
162	17.10 - 17.11	TITLE I SEC. 11101.(c)(2)	ADMINISTRATION.—The Federal Highway Administration shall—
163	17.12 - 17.13	TITLE I SEC. 11101.(c)(2)(A)	administer the programs described in subparagraphs (A), (B), and (C) of paragraph (1); and
165	17.15 - 17.17	TITLE I SEC. 11101.(c)(2)(B)	in consultation with relevant modal administrations, administer the programs described in paragraph (1)(D).
166	17.18 - 17.20	TITLE I SEC. 11101.(c)(3)	APPLICABILITY OF TITLE 23, UNITED STATES CODE.—Amounts authorized to be appropriated by paragraph (1) shall—
167	17.21 - 18.4	TITLE I SEC. 11101.(c)(3)(A)	be available for obligation in the same manner as if those funds were apportioned under chapter 1 of title 23, United States Code, except that the Federal share of the cost of a project or activity carried out using those funds shall be 80 percent, unless otherwise expressly provided by this division (including the amendments by this division) or otherwise determined by the Secretary; and
168	18.5 - 18.7	TITLE I SEC. 11101.(c)(3)(B)	remain available until expended and not be transferable, except as otherwise provided by this division.
169	18.8 - 18.10	TITLE I SEC. 11101.(d)	PILOT PROGRAMS.—The following amounts are authorized to be appropriated out of the Highway Trust Fund (other than the Mass Transit Account):
170	18.11 - 18.13	TITLE I SEC. 11101.(d)(1)	WILDLIFE CROSSINGS PILOT PROGRAM.—For the wildlife crossings pilot program under section 171 of title 23, United States Code—
171	18.14 - 18.14	TITLE I SEC. 11101.(d)(1)(A)	$60,000,000 for fiscal year 2022;
172	18.15 - 18.15	TITLE I SEC. 11101.(d)(1)(B)	$65,000,000 for fiscal year 2023;
173	18.16 - 18.16	TITLE I SEC. 11101.(d)(1)(C)	$70,000,000 for fiscal year 2024;
174	18.17 - 18.17	TITLE I SEC. 11101.(d)(1)(D)	$75,000,000 for fiscal year 2025; and
175	18.18 - 18.18	TITLE I SEC. 11101.(d)(1)(E)	$80,000,000 for fiscal year 2026.
176	18.19 - 18.20	TITLE I SEC. 11101.(d)(2)	PRIORITIZATION PROCESS PILOT PROGRAM.—
177	18.21 - 18.24	TITLE I SEC. 11101.(d)(2)(A)	IN GENERAL.—For the prioritization process pilot program under section 11204, $10,000,000 for each of fiscal years 2022 through 2026.
178	19.1 - 19.5	TITLE I SEC. 11101.(d)(2)(B)	TREATMENT.—Amounts made available under subparagraph (A) shall be available for obligation in the same manner as if those amounts were apportioned under chapter 1 of title 23, United States Code.
179	19.6 - 19.7	TITLE I SEC. 11101.(d)(3)	RECONNECTING COMMUNITIES PILOT PROGRAM.—
180	19.8 - 19.11	TITLE I SEC. 11101.(d)(3)(A)	PLANNING GRANTS.—For planning grants under the reconnecting communities pilot program under section 11509(c), $30,000,000 for each of fiscal years 2022 through 2026.
181	19.12 - 19.15	TITLE I SEC. 11101.(d)(3)(B)	CAPITAL CONSTRUCTION GRANTS.—For capital construction grants under the reconnecting communities pilot program under section 11509(d)—
182	19.16 - 19.16	TITLE I SEC. 11101.(d)(3)(B)(i)	$65,000,000 for fiscal year 2022;
183	19.17 - 19.17	TITLE I SEC. 11101.(d)(3)(B)(ii)	$68,000,000 for fiscal year 2023;
184	19.18 - 19.18	TITLE I SEC. 11101.(d)(3)(B)(iii)	$70,000,000 for fiscal year 2024;
185	19.19 - 19.20	TITLE I SEC. 11101.(d)(3)(B)(iv)	$72,000,000 for fiscal year 2025; and
186	19.21 - 19.21	TITLE I SEC. 11101.(d)(3)(B)(v)	$75,000,000 for fiscal year 2026.
187	19.22 - 20.2	TITLE I SEC. 11101.(d)(3)(C)	TREATMENT.—Amounts made available under subparagraph (A) or (B) shall be available for obligation in the same manner as if those amounts were apportioned under chapter 1 of title 23, United States Code, except that those amounts shall remain available until expended.
188	20.3 - 20.3	TITLE I SEC. 11101.(e)	DISADVANTAGED BUSINESS ENTERPRISES.—
189	20.4 - 20.4	TITLE I SEC. 11101.(e)(1)	FINDINGS.—Congress finds that—
190	20.5 - 20.12	TITLE I SEC. 11101.(e)(1)(A)	while significant progress has occurred due to the establishment of the disadvantaged business enterprise program, discrimination and related barriers continue to pose significant obstacles for minority- and women-owned businesses seeking to do business in Federally assisted surface transportation markets across the United States;
191	20.13 - 20.15	TITLE I SEC. 11101.(e)(1)(B)	the continuing barriers described in subparagraph (A) merit the continuation of the disadvantaged business enterprise program;
192	20.16 - 20.25	TITLE I SEC. 11101.(e)(1)(C)	Congress has received and reviewed testimony and documentation of race and gender discrimination from numerous sources, including congressional hearings and roundtables, scientific reports, reports issued by public and private agencies, news stories, reports of discrimination by organizations and individuals, and discrimination lawsuits, which show that race- and gender-neutral efforts alone are insufficient to address the problem;
193	21.1 - 21.9	TITLE I SEC. 11101.(e)(1)(D)	the testimony and documentation described in subparagraph (C) demonstrate that discrimination across the United States poses a barrier to full and fair participation in surface transportation-related businesses of women business owners and minority business owners and has impacted firm development and many aspects of surface transportation-related business in the public and private markets; and
194	21.10 - 21.16	TITLE I SEC. 11101.(e)(1)(E)	the testimony and documentation described in subparagraph (C) provide a strong basis that there is a compelling need for the continuation of the disadvantaged business enterprise program to address race and gender discrimination in surface transportation-related business.
195	21.17 - 21.17	TITLE I SEC. 11101.(e)(2)	DEFINITIONS.—In this subsection:
196	21.18 - 21.18	TITLE I SEC. 11101.(e)(2)(A)	SMALL BUSINESS CONCERN.—
197	21.19 - 21.22	TITLE I SEC. 11101.(e)(2)(A)(i)	IN GENERAL.—The term ‘‘small business concern’’ means a small business concern (as the term is used in section 3 of the Small Business Act (15 U.S.C. 632)).
198	21.23 - 22.6	TITLE I SEC. 11101.(e)(2)(A)(ii)	EXCLUSIONS.—The term ‘‘small business concern’’ does not include any concern or group of concerns controlled by the same socially and economically disadvantaged individual or individuals that have average annual gross receipts during the preceding 3 fiscal years in excess of $26,290,000, as adjusted annually by the Secretary for inflation.
199	22.7 - 22.16	TITLE I SEC. 11101.(e)(2)(B)	SOCIALLY AND ECONOMICALLY DISADVANTAGED INDIVIDUALS.—The term ‘‘socially and economically disadvantaged individuals’’ has the meaning given the term in section 8(d) of the Small Business Act (15 U.S.C. 637(d)) and relevant subcontracting regulations issued pursuant to that Act, except that women shall be presumed to be socially and economically disadvantaged individuals for purposes of this subsection.
